,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,Meter,Kilo
6664,Mauriçio Clerez,26,Brazil,68,68,775000,5000,Right,B,C,CB,2021,6.2,179,1500000,1.88,81.2
6665,Koke Vegas,22,Spain,68,77,1000000,6000,Right,B,D,GK,2020,6.2,194,2400000,1.88,88.0
6666,J. Sainati,29,France,68,68,700000,4000,Right,C,C,LCB,2020,6.0,172,1200000,1.83,78.0
6667,P. Hofmann,25,Germany,68,73,1200000,3000,Left,C,C,ST,2020,6.5,198,1800000,1.96,89.8
6668,Kang Sang Woo,24,Korea Republic,68,72,975000,3000,Right,B,B,LB,2018,5.9,137,1300000,1.75,62.1
6669,V. Jugović,28,Croatia,68,68,900000,4000,Right,A,B,CM,2020,5.10,152,1100000,1.78,68.9
6670,Márcio Velinha,30,Brazil,68,68,575000,5000,Right,C,D,GK,2021,6.2,190,1100000,1.88,86.2
6671,R. Curtis,22,Republic of Ireland,68,79,1500000,5000,Right,A,A,LW,2020,6.0,170,3000000,1.83,77.1
6672,J. Andersson,21,Sweden,68,76,1100000,6000,Right,A,B,RWB,2023,5.10,150,1700000,1.78,68.0
6674,A. Hammoudan,26,Morocco,68,68,950000,9000,Right,A,A,RM,2020,5.9,148,1600000,1.75,67.1
6675,Unai García,25,Spain,68,73,1000000,4000,Left,B,C,RCB,2020,6.1,179,1700000,1.85,81.2
6676,F. Mladenović,26,Serbia,68,69,850000,4000,Left,B,B,LB,2020,5.11,143,1200000,1.8,64.9
6678,R. Andrich,23,Germany,68,73,1200000,5000,Right,B,B,CM,2019,6.2,183,1900000,1.88,83.0
6680,K. Sierhuis,20,Netherlands,68,78,1500000,6000,Right,B,C,ST,2021,5.11,185,2400000,1.8,83.9
6681,A. Escoto,25,Mexico,68,71,1100000,10000,Left,B,B,ST,2019,5.11,154,2000000,1.8,69.9
6682,C. Rodríguez,23,Chile,68,73,1000000,2000,Right,B,B,RB,2018,5.7,146,1400000,1.7,66.2
6683,Lee Keun Ho,33,Korea Republic,68,68,575000,4000,Left,A,C,ST,2021,5.9,163,719000,1.75,73.9
6684,D. González,35,Colombia,68,68,210000,1000,Right,C,D,GK,2018,6.4,185,284000,1.93,83.9
6685,Oh Beom Seok,33,Korea Republic,68,68,350000,3000,Right,B,C,LDM,2023,5.11,170,438000,1.8,77.1
6686,D. Ljubicic,20,Austria,68,79,1400000,5000,Right,B,B,LDM,2021,6.1,163,2300000,1.85,73.9
6687,G. Abán,31,Argentina,68,68,800000,2000,Right,B,C,RW,2021,5.10,179,1100000,1.78,81.2
6688,Raúl Cámara,34,Spain,68,68,250000,4000,Right,B,B,RB,2019,5.7,141,400000,1.7,64.0
6690,S. Nsoki,19,France,68,84,1700000,10000,Left,C,B,LB,2021,6.1,172,4300000,1.85,78.0
6691,R. Maniero,30,Italy,68,68,875000,2000,Right,B,C,RS,2020,6.0,165,1400000,1.83,74.8
6693,D. Lemos,23,Colombia,68,76,1300000,2000,Right,B,B,ST,2020,5.9,159,2100000,1.75,72.1
6694,T. Mrčela,27,Australia,68,70,875000,3000,Right,B,C,CB,2020,6.5,194,1200000,1.96,88.0
6695,Y. Yoshida,28,Japan,68,68,700000,3000,Right,A,B,LB,2021,5.6,152,875000,1.68,68.9
6696,C. Sheridan,29,Republic of Ireland,68,68,900000,5000,Left,B,B,LM,2019,6.4,181,1200000,1.93,82.1
6697,L. Burliga,30,Poland,68,68,650000,4000,Right,B,C,RB,2019,6.0,172,878000,1.83,78.0
6698,S. Ezatolahi,21,Iran,68,79,1500000,10000,Right,B,B,CM,2019,6.3,172,3200000,1.91,78.0
6699,M. Andersen,29,Denmark,68,69,700000,7000,Right,B,D,GK,2021,6.5,201,963000,1.96,91.2
6700,E. Özbir,28,Turkey,68,69,725000,5000,Right,D,D,GK,2019,6.2,172,1500000,1.88,78.0
6701,Merquelanz,23,Spain,68,75,1300000,10000,Left,B,B,LW,2019,5.9,159,2900000,1.75,72.1
6702,A. La Gumina,22,Italy,68,76,1300000,6000,Right,B,B,RS,2023,6.0,172,2700000,1.83,78.0
6703,K. Londoño,24,Colombia,68,70,1100000,2000,Right,B,B,RM,2021,5.11,159,1600000,1.8,72.1
6704,D. Guastavino,33,Uruguay,68,68,550000,2000,Right,A,B,LAM,2023,5.6,150,770000,1.68,68.0
6705,A. La Mantia,27,Italy,68,68,950000,2000,Right,B,B,LS,2021,6.3,187,1500000,1.91,84.8
6707,A. Turgeman,27,Israel,68,69,1000000,8000,Right,B,B,ST,2021,5.10,163,1600000,1.78,73.9
6708,T. Bašić,21,Croatia,68,77,1400000,11000,Left,B,C,CM,2022,6.2,181,2900000,1.88,82.1
6709,R. Gabrielsen,26,Norway,68,71,925000,3000,Right,B,C,RCB,2019,6.1,192,1200000,1.85,87.1
6710,M. Palmer,23,England,68,73,1200000,12000,Right,B,B,CM,2020,5.10,174,2300000,1.78,78.9
6711,V. Černý,20,Czech Republic,68,75,1300000,6000,Left,B,B,RW,2020,6.0,143,2000000,1.83,64.9
6712,J. Nolan,26,England,68,71,1100000,5000,Right,A,B,CM,2021,5.11,159,2100000,1.8,72.1
6713,I. Rivero,26,Uruguay,68,70,875000,8000,Right,B,B,RM,2019,5.5,132,1600000,1.65,59.9
6714,Carlinhos,23,Brazil,68,72,1200000,4000,Right,B,A,RS,2021,5.9,157,1800000,1.75,71.2
6715,C. Baird,22,United States,68,77,1400000,3000,Right,A,C,ST,2021,5.10,161,2400000,1.78,73.0
6716,W. Kamavuaka,28,DR Congo,68,68,725000,8000,Right,A,C,CDM,2020,6.2,179,1200000,1.88,81.2
6718,J. Drachmann,30,Denmark,68,68,825000,6000,Right,B,C,CM,2022,5.10,157,1000000,1.78,71.2
6719,Jorge García,34,Spain,68,68,270000,3000,Left,B,C,CB,2019,6.0,174,419000,1.83,78.9
6720,R. Gall,23,United States,68,77,1400000,3000,Right,A,B,CAM,2022,5.9,154,2100000,1.75,69.9
6721,Jorgino Baumer,34,Brazil,68,68,450000,7000,Right,B,B,CAM,2021,5.10,152,855000,1.78,68.9
6722,P. McShane,32,Republic of Ireland,68,68,525000,12000,Right,B,C,CB,2019,6.0,179,998000,1.83,81.2
6724,Reguilón,21,Spain,68,80,1400000,28000,Left,B,B,LB,2020,5.10,150,3200000,1.78,68.0
6726,T. Acar,32,Turkey,68,68,525000,5000,Right,D,D,GK,2019,6.2,172,1100000,1.88,78.0
6727,E. Berko,23,Germany,68,74,1200000,8000,Right,B,B,RM,2019,5.11,181,2200000,1.8,82.1
6729,F. Harek,35,Algeria,68,68,210000,5000,Left,B,C,CB,2019,5.9,143,420000,1.75,64.9
6730,M. Asiri,31,Saudi Arabia,68,68,800000,16000,Right,B,C,ST,2020,6.1,170,1400000,1.85,77.1
6731,F. Arancibia,21,Chile,68,80,1600000,4000,Left,C,B,LM,2020,5.7,137,2600000,1.7,62.1
6732,Y. Leiva,20,Chile,68,78,1500000,4000,Right,B,B,RM,2020,5.5,139,2300000,1.65,63.0
6734,M. Alphonse,28,France,68,68,700000,6000,Right,C,C,RB,2021,6.0,165,1400000,1.83,74.8
6737,E. Fernández,23,France,68,75,1300000,3000,Right,A,B,LCM,2020,6.0,172,2200000,1.83,78.0
6738,R. Benatelli,26,Germany,68,70,1100000,8000,Right,A,B,RCM,2019,5.11,183,1800000,1.8,83.0
6739,R. Becerra,30,Argentina,68,68,875000,2000,Right,B,B,ST,2018,6.2,192,1200000,1.88,87.1
6740,Oh Seung Hoon,30,Korea Republic,68,68,575000,3000,Right,B,D,GK,2023,6.4,174,719000,1.93,78.9
6741,Fredinho Mutto,26,Brazil,68,68,750000,5000,Left,C,C,LB,2021,5.10,172,1400000,1.78,78.0
6742,D. Zagorac,31,Croatia,68,68,550000,1000,Right,C,D,GK,2020,6.1,176,1200000,1.85,79.8
6743,F. Di Tacchio,28,Italy,68,68,900000,2000,Left,B,C,CDM,2021,6.1,179,1400000,1.85,81.2
6744,T. Watt,24,Scotland,68,75,1300000,3000,Right,B,B,RS,2019,6.0,168,2500000,1.83,76.2
6745,S. Baldock,29,England,68,68,900000,15000,Right,A,B,ST,2021,5.7,148,1700000,1.7,67.1
6746,D. Valdés,27,Colombia,68,68,950000,1000,Right,B,B,ST,2021,5.10,168,1300000,1.78,76.2
6747,S. Moharrami,22,Iran,68,75,1100000,1000,Right,B,B,RB,2023,5.9,157,2500000,1.75,71.2
6748,T. Dangda,30,Thailand,68,68,875000,6000,Right,B,B,LS,2018,5.11,157,1100000,1.8,71.2
6749,S. Nicholson,23,Scotland,68,76,1300000,3000,Left,A,B,LM,2023,5.9,157,2200000,1.75,71.2
6750,T. Browning,24,England,68,73,1000000,23000,Right,B,C,CB,2019,5.11,168,2000000,1.8,76.2
6751,Song Seung Min,26,Korea Republic,68,71,1100000,4000,Right,A,B,ST,2023,6.2,170,1500000,1.88,77.1
6752,Macedo,26,Brazil,68,70,1100000,4000,Right,B,A,ST,2019,6.1,176,1500000,1.85,79.8
6753,Y. Eteki,20,Cameroon,68,78,1300000,3000,Right,B,C,RDM,2020,5.10,148,2200000,1.78,67.1
6754,E. Alfonso,30,Italy,68,68,575000,2000,Right,D,D,GK,2021,6.3,192,891000,1.91,87.1
6755,D. Mattocks,27,Jamaica,68,68,950000,4000,Right,C,C,ST,2022,5.10,154,1400000,1.78,69.9
6756,R. Sanusi,26,Belgium,68,71,925000,3000,Right,A,B,CDM,2020,5.11,165,1700000,1.8,74.8
6757,Adrián Maideira,34,Brazil,68,68,450000,6000,Left,B,B,CAM,2021,5.7,146,855000,1.7,66.2
6758,Soriano,20,Spain,68,77,1100000,3000,Left,C,D,GK,2022,6.1,183,2400000,1.85,83.0
6759,T. Röcher,27,Austria,68,68,950000,10000,Left,B,A,LM,2021,5.11,172,1500000,1.8,78.0
6760,Gerard Badía,28,Spain,68,68,900000,4000,Left,B,B,RM,2019,5.9,159,1200000,1.75,72.1
6761,M. Núñez,31,Argentina,68,68,775000,1000,Right,B,B,RM,2019,5.6,152,1000000,1.68,68.9
6762,S. Alakouch,19,France,68,81,1500000,3000,Right,B,B,RB,2021,5.9,146,3900000,1.75,66.2
6763,L. Rose,26,Mauritius,68,69,875000,4000,Right,B,C,CB,2020,6.1,194,1600000,1.85,88.0
6764,B. Thoelke,26,Germany,68,71,925000,5000,Right,B,C,CB,2022,6.3,185,1400000,1.91,83.9
6765,W. Droste,29,Netherlands,68,68,675000,4000,Right,C,C,RB,2019,5.11,168,979000,1.8,76.2
6766,Sun Ke,28,China PR,68,68,900000,10000,Right,A,B,LM,2020,5.11,154,1900000,1.8,69.9
6767,I. Močinić,25,Croatia,68,75,1100000,7000,Right,A,C,CDM,2020,5.11,159,1800000,1.8,72.1
6768,A. Toşca,26,Romania,68,70,875000,1000,Left,B,C,LB,2021,5.11,179,1900000,1.8,81.2
6769,Daniel Mestrança,34,Brazil,68,68,250000,6000,Left,C,C,LB,2021,6.1,163,475000,1.85,73.9
6770,J. Arias,25,Uruguay,68,73,1200000,7000,Right,B,C,ST,2019,5.9,174,1900000,1.75,78.9
6771,M. Gorgelin,27,France,68,71,750000,15000,Left,C,D,GK,2020,6.2,183,1500000,1.88,83.0
6772,Cristian Ceballos,25,Spain,68,71,1100000,5000,Left,A,B,CAM,2020,5.10,150,1800000,1.78,68.0
6773,J. Croux,24,Belgium,68,71,1100000,4000,Left,A,B,RW,2019,5.8,154,1700000,1.73,69.9
6774,D. Kort,23,Poland,68,75,1300000,3000,Right,B,B,RDM,2019,5.9,143,1900000,1.75,64.9
6776,I. Ledezma,22,Chile,68,76,1300000,2000,Right,C,B,CAM,2023,5.7,150,2000000,1.7,68.0
6777,R. Tavera,22,Colombia,68,78,1300000,1000,Right,A,C,CDM,2021,5.9,148,1900000,1.75,67.1
6778,Davide Eustáquio,26,Brazil,68,68,950000,7000,Right,A,B,CAM,2021,5.10,159,1800000,1.78,72.1
6779,M. Kvesić,26,Bosnia Herzegovina,68,71,1100000,4000,Right,B,B,CAM,2019,5.9,154,1800000,1.75,69.9
6780,K. Fortuné,28,France,68,68,925000,5000,Right,B,B,ST,2021,6.0,176,1700000,1.83,79.8
6781,J. Lundstram,24,England,68,71,1100000,5000,Right,S,C,CM,2020,5.11,163,2200000,1.8,73.9
6782,Y. Brecher,25,Switzerland,68,74,875000,5000,Right,C,D,GK,2021,6.5,194,1400000,1.96,88.0
6783,S. Nachreiner,29,Germany,68,68,700000,5000,Right,B,C,CB,2020,6.2,170,1100000,1.88,77.1
6784,Y. Thoelen,27,Belgium,68,70,725000,6000,Right,C,D,GK,2020,6.2,196,1100000,1.88,88.9
6785,T. Deric,29,United States,68,69,700000,3000,Right,C,D,GK,2019,6.3,185,1100000,1.91,83.9
6786,M. te Vrede,26,Netherlands,68,69,1100000,5000,Right,B,C,ST,2019,6.4,183,1600000,1.93,83.0
6787,Ha Tae Goon,30,Korea Republic,68,68,875000,4000,Right,B,B,ST,2021,6.2,176,1100000,1.88,79.8
6788,G. Bunoza,30,Bosnia Herzegovina,68,68,675000,3000,Left,B,C,LB,2022,6.6,209,844000,1.98,94.8
6789,D. Wydra,24,Austria,68,71,950000,3000,Right,B,C,CB,2019,6.1,187,1500000,1.85,84.8
6790,L. Vigen Christensen,23,Denmark,68,74,1200000,9000,Right,B,B,RCM,2021,5.11,176,1800000,1.8,79.8
6791,M. Kuster,24,Austria,68,72,825000,5000,Right,B,D,GK,2020,6.4,181,1300000,1.93,82.1
6792,S. Bolbat,25,Ukraine,68,71,1100000,1000,Right,A,B,LM,2019,5.9,146,2400000,1.75,66.2
6794,C. Soukou,25,Benin,68,71,1100000,2000,Right,B,B,RS,2019,6.1,181,1700000,1.85,82.1
6795,Yu Yang,28,China PR,68,68,725000,7000,Right,B,C,CB,2021,6.0,159,1600000,1.83,72.1
6796,Jonaldo Santoso,26,Brazil,68,68,975000,7000,Left,B,B,ST,2021,6.1,176,1900000,1.85,79.8
6797,J. Agudelo,25,United States,68,69,1100000,3000,Right,B,A,RM,2018,6.1,181,1600000,1.85,82.1
6798,K. Barmen,24,Norway,68,72,1100000,2000,Right,B,B,CDM,2019,6.3,168,1500000,1.91,76.2
6799,Ricardo Nunes,32,South Africa,68,68,500000,3000,Left,C,C,LB,2019,5.11,161,675000,1.8,73.0
6801,A. Garofalo,33,Italy,68,68,550000,3000,Left,B,B,LM,2021,5.10,157,853000,1.78,71.2
6802,Sunny,29,Nigeria,68,68,700000,3000,Right,B,C,LCM,2023,5.11,148,1100000,1.8,67.1
6803,T. Kane,24,England,68,73,1000000,9000,Right,C,B,RB,2019,5.11,154,2000000,1.8,69.9
6805,L. Payares,28,Colombia,68,70,850000,2000,Right,B,C,LCB,2023,6.1,172,1300000,1.85,78.0
6806,G. Nauber,26,Germany,68,71,925000,3000,Right,B,C,LCB,2019,6.1,165,1500000,1.85,74.8
6807,A. Montalto,30,Italy,68,68,875000,2000,Left,C,B,ST,2022,6.1,172,1400000,1.85,78.0
6808,T. Pettersson,28,Sweden,68,69,825000,3000,Left,C,C,LCB,2019,6.3,183,1100000,1.91,83.0
6809,F. Flores,31,Chile,68,68,775000,2000,Left,C,B,LM,2018,5.10,154,1000000,1.78,69.9
6810,L. Henderson,22,Scotland,68,77,1400000,2000,Right,C,B,CM,2022,6.0,148,2400000,1.83,67.1
6811,A. Fulignati,23,Italy,68,75,925000,4000,Right,B,D,GK,2021,6.2,194,1900000,1.88,88.0
6812,R. Wood,32,England,68,68,525000,12000,Left,B,C,CB,2020,6.3,181,971000,1.91,82.1
6813,N. Helenius,27,Denmark,68,68,950000,6000,Right,B,B,RS,2020,6.5,185,1200000,1.96,83.9
6814,C. Rodríguez,36,Argentina,68,68,100000,4000,Right,A,B,LB,2019,5.6,143,150000,1.68,64.9
6816,S. Gonda,29,Japan,68,68,600000,2000,Right,C,D,GK,2023,6.2,183,750000,1.88,83.0
6817,P. Fabian,30,Germany,68,68,675000,7000,Right,C,C,CB,2019,6.4,203,1100000,1.93,92.1
6818,R. M'Bolhi,32,Algeria,68,68,525000,8000,Right,B,D,GK,2021,6.2,176,866000,1.88,79.8
6819,T. Nguen,24,Norway,68,71,1100000,2000,Right,B,B,CF,2019,5.9,132,1500000,1.75,59.9
6820,F. Kaplan,29,Turkey,68,68,600000,6000,Right,D,D,GK,2019,6.3,174,1200000,1.91,78.9
6821,J. Swift,23,England,68,73,1200000,12000,Right,B,A,CM,2022,6.0,161,2300000,1.83,73.0
6822,G. Teigl,27,Austria,68,69,825000,9000,Right,B,B,RB,2020,6.0,170,1500000,1.83,77.1
6823,K. Moore,25,England,68,71,1100000,6000,Right,B,C,LS,2021,6.5,183,2100000,1.96,83.0
6824,K. Redondo,23,Germany,68,74,1200000,12000,Left,B,B,LW,2019,5.11,150,2200000,1.8,68.0
6825,G. Gudiño,25,Argentina,68,71,1100000,8000,Right,C,B,RM,2021,5.7,148,1800000,1.7,67.1
6826,Tyronne,27,Spain,68,68,950000,5000,Left,B,B,RM,2020,5.11,159,1500000,1.8,72.1
6827,L. Puyo,29,France,68,68,875000,10000,Left,B,B,LW,2019,6.0,170,1800000,1.83,77.1
6828,J. Vela,24,England,68,73,1200000,4000,Right,B,B,CAM,2019,6.1,154,2400000,1.85,69.9
6829,Rubén,34,Spain,68,68,375000,3000,Right,C,D,GK,2019,6.2,179,600000,1.88,81.2
6830,M. Zenteno,34,Chile,68,68,270000,2000,Right,B,C,RCB,2023,5.9,168,365000,1.75,76.2
6831,Anselmo Meirás,34,Brazil,68,68,250000,5000,Right,C,C,RB,2021,5.10,165,475000,1.78,74.8
6832,J. Valencia,20,Colombia,68,80,1600000,9000,Right,B,B,CM,2021,6.1,174,3000000,1.85,78.9
6833,L. Maina,19,Germany,68,81,1700000,6000,Right,B,B,LM,2022,5.8,143,4100000,1.73,64.9
6834,K. LuaLua,27,DR Congo,68,68,950000,5000,Right,A,A,LM,2019,5.11,170,1700000,1.8,77.1
6835,G. Corral,27,Mexico,68,68,750000,4000,Right,A,B,RB,2021,5.9,154,1300000,1.75,69.9
6837,J. Ankersen,27,Denmark,68,68,950000,6000,Right,C,B,LM,2020,6.0,161,1200000,1.83,73.0
6838,Fausto Tienza,28,Spain,68,68,900000,3000,Right,B,B,LDM,2019,6.0,172,1400000,1.83,78.0
6839,A. Robles,24,Chile,68,73,1000000,2000,Right,B,C,RCB,2019,6.0,174,1400000,1.83,78.9
6840,B. Lambot,31,Belgium,68,68,600000,6000,Right,A,C,CB,2019,6.3,174,870000,1.91,78.9
6842,S. Kutschke,29,Germany,68,68,900000,12000,Right,B,C,ST,2021,6.4,209,1400000,1.93,94.8
6843,Pejiño,21,Spain,68,77,1400000,5000,Left,C,B,LM,2022,5.9,148,3200000,1.75,67.1
6844,A. Djoum,29,Cameroon,68,68,850000,4000,Right,B,B,CM,2019,6.0,172,1500000,1.83,78.0
6845,S. McDermott,25,Republic of Ireland,68,74,875000,2000,Right,C,D,GK,2018,6.1,183,1300000,1.85,83.0
6846,Marquinhos Pedroso,24,Brazil,68,73,1000000,3000,Left,C,B,LB,2019,5.10,170,1600000,1.78,77.1
6847,R. James,24,England,68,72,975000,5000,Left,C,B,LB,2019,5.7,157,1800000,1.7,71.2
6848,M. Balanta,28,Colombia,68,68,900000,2000,Right,B,B,RM,2023,5.10,170,1200000,1.78,77.1
6849,S. Taylor,32,England,68,68,525000,2000,Right,B,C,RCB,2019,6.2,201,656000,1.88,91.2
6850,B. Jović,27,Slovenia,68,68,750000,7000,Right,A,B,RB,2019,5.10,152,1500000,1.78,68.9
6851,M. Calderoni,29,Italy,68,68,675000,2000,Left,C,C,LB,2020,6.0,165,1000000,1.83,74.8
6852,B. Kumordzi,33,Ghana,68,68,375000,6000,Right,B,C,CB,2019,6.2,174,563000,1.88,78.9
6853,K. Holmberg,25,Sweden,68,72,1200000,3000,Right,B,B,ST,2019,6.1,161,1600000,1.85,73.0
6854,L. Ruiz,31,Colombia,68,68,800000,2000,Right,B,C,ST,2023,6.2,168,1100000,1.88,76.2
6855,L. Paganini,25,Italy,68,71,1100000,7000,Right,B,B,RM,2020,6.0,154,2100000,1.83,69.9
6856,Guilherme Lazaroni,25,Brazil,68,71,925000,4000,Left,C,B,LB,2021,5.10,172,2000000,1.78,78.0
6857,A. Al Jebreen,28,Saudi Arabia,68,68,725000,14000,Right,B,B,CDM,2019,5.10,161,1200000,1.78,73.0
6858,S. Caldwell,27,United States,68,69,850000,3000,Right,C,C,CDM,2023,5.8,150,1300000,1.73,68.0
6859,Lee Gwang Hyeok,22,Korea Republic,68,73,1200000,4000,Left,A,B,LW,2023,5.7,139,1600000,1.7,63.0
6860,M. Taylor,28,England,68,68,925000,19000,Right,B,B,ST,2019,5.9,159,1800000,1.75,72.1
6861,J. Speroni,39,Argentina,68,68,60000,8000,Right,B,D,GK,2019,6.1,176,114000,1.85,79.8
6862,C. Quaner,27,Germany,68,68,950000,17000,Left,C,B,RM,2020,6.3,174,1800000,1.91,78.9
6863,R. Tunnicliffe,25,England,68,71,1100000,6000,Right,B,B,CM,2019,6.0,176,2200000,1.83,79.8
6864,David García,24,Spain,68,73,1000000,4000,Right,B,C,CB,2020,6.1,159,1700000,1.85,72.1
6865,Nosberto Vila,34,Brazil,68,68,250000,6000,Right,B,B,RB,2021,5.9,165,475000,1.75,74.8
6867,J. Fuentes,34,Chile,68,68,425000,2000,Left,A,C,CM,2019,5.7,165,574000,1.7,74.8
6868,D. Gómez,29,Colombia,68,68,875000,2000,Right,B,B,LM,2023,5.8,143,1200000,1.73,64.9
6869,Thiago Martins,23,Brazil,68,76,1100000,2000,Right,B,C,RCB,2021,6.1,168,1600000,1.85,76.2
6870,A. Bobichon,22,France,68,74,1200000,7000,Right,C,B,CM,2020,5.11,154,2700000,1.8,69.9
6871,L. Godoy,23,Argentina,68,77,1200000,5000,Right,B,C,RB,2020,5.11,154,2000000,1.8,69.9
6872,Im Seon Yeong,30,Korea Republic,68,68,825000,5000,Right,A,B,CM,2022,6.1,172,1100000,1.85,78.0
6873,L. Gooch,22,United States,68,79,1500000,5000,Right,A,B,RM,2019,5.8,152,3000000,1.73,68.9
6874,E. O'Kane,27,Republic of Ireland,68,68,750000,15000,Right,A,B,CDM,2021,5.8,152,1400000,1.73,68.9
6875,D. Buballa,28,Germany,68,68,700000,7000,Left,B,B,LB,2019,6.2,176,1100000,1.88,79.8
6876,D. Murphy,35,Republic of Ireland,68,68,400000,15000,Left,B,C,ST,2020,6.3,194,760000,1.91,88.0
6877,A. Vasyutin,23,Russia,68,75,925000,1000,Right,B,D,GK,2020,6.3,176,1300000,1.91,79.8
6878,Jiang Zhipeng,29,China PR,68,68,675000,6000,Left,B,B,LB,2022,5.10,148,1500000,1.78,67.1
6879,Yi Teng,28,China PR,68,69,825000,6000,Right,B,C,RCB,2022,6.3,165,1800000,1.91,74.8
6880,M. Putnocký,33,Slovakia,68,68,450000,3000,Right,C,D,GK,2019,6.5,201,608000,1.96,91.2
6881,Eder Pinhanços,34,Brazil,68,68,270000,8000,Left,B,C,CB,2021,5.10,165,513000,1.78,74.8
6884,Yoon Bo Sang,24,Korea Republic,68,74,900000,1000,Right,C,D,GK,2021,6.0,185,1300000,1.83,83.9
6885,T. Guidara,22,Argentina,68,78,1200000,5000,Right,C,B,RB,2021,5.8,150,2000000,1.73,68.0
6886,J. Bela,25,France,68,73,1200000,4000,Right,B,B,LM,2019,5.8,157,2000000,1.73,71.2
6888,J. Pitroipa,32,Burkina Faso,68,68,700000,4000,Right,B,B,CAM,2019,5.9,132,1200000,1.75,59.9
6890,Y. Bárcenas,24,Panama,68,71,1100000,4000,Right,B,B,RM,2019,5.9,165,1900000,1.75,74.8
6891,P. Sammarco,35,Italy,68,68,375000,5000,Right,B,B,CM,2019,6.0,165,675000,1.83,74.8
6892,M. Cafaro,21,France,68,79,1500000,6000,Right,B,B,CAM,2020,5.8,143,3400000,1.73,64.9
6893,A. Nuhiu,28,Kosovo,68,68,925000,13000,Right,A,B,ST,2020,6.6,187,1800000,1.98,84.8
6894,P. Jagne,28,Gambia,68,68,700000,6000,Left,A,B,LM,2019,5.9,174,1000000,1.75,78.9
6895,Y. Endo,30,Japan,68,68,850000,5000,Left,C,B,RM,2021,5.6,152,1100000,1.68,68.9
6896,T. Schick,28,Austria,68,68,900000,9000,Right,A,B,RM,2019,5.11,161,1400000,1.8,73.0
6897,A. Asiri,26,Saudi Arabia,68,70,900000,13000,Right,B,C,RCB,2020,6.1,150,1600000,1.85,68.0
6898,E. Palomeque,25,Colombia,68,73,1000000,1000,Right,C,C,LCB,2020,6.4,183,1500000,1.93,83.0
6899,N. Cherubin,31,Italy,68,68,600000,2000,Left,C,C,CB,2019,6.2,183,960000,1.88,83.0
6901,R. Farfán,26,Chile,68,68,950000,2000,Right,C,C,RM,2023,5.9,152,1300000,1.75,68.9
6902,G. Mencia,29,Paraguay,68,68,700000,2000,Left,B,C,LCB,2023,5.10,172,980000,1.78,78.0
6903,F. Dagerstål,21,Sweden,68,76,1100000,2000,Right,B,C,RCB,2020,6.2,163,1700000,1.88,73.9
6905,R. Martin,32,Scotland,68,68,525000,4000,Right,B,C,RCB,2019,6.1,187,919000,1.85,84.8
6906,F. Daprelà,27,Switzerland,68,68,750000,4000,Left,B,B,LWB,2020,6.0,168,1100000,1.83,76.2
6907,B. Başdaş,28,Turkey,68,68,725000,6000,Right,C,C,CB,2020,6.2,174,1500000,1.88,78.9
6908,A. Esaka,26,Japan,68,69,1100000,5000,Right,A,B,LM,2021,5.9,148,1400000,1.75,67.1
6909,T. Trevisan,34,Italy,68,68,270000,2000,Left,B,C,LCB,2019,6.1,174,419000,1.85,78.9
6911,F. Al Qarni,26,Saudi Arabia,68,70,750000,11000,Right,B,D,GK,2022,6.0,194,1300000,1.83,88.0
6912,Bruno Monteiro,33,Portugal,68,68,525000,3000,Right,B,C,LDM,2020,5.10,161,1100000,1.78,73.0
6913,M. Możdżeń,27,Poland,68,69,850000,3000,Right,B,B,CDM,2019,5.11,168,1200000,1.8,76.2
6914,Nacho Méndez,20,Spain,68,81,1700000,3000,Left,B,B,CM,2021,5.10,161,3800000,1.78,73.0
6915,G. Hubert,24,Belgium,68,72,825000,5000,Right,C,D,GK,2021,6.6,194,1300000,1.98,88.0
6916,M. Arini,31,Italy,68,68,775000,2000,Right,C,C,RCM,2019,5.10,165,1200000,1.78,74.8
6917,A. Nandzik,25,Germany,68,71,925000,4000,Left,C,C,LB,2022,5.8,154,1500000,1.73,69.9
6918,E. Rashani,25,Kosovo,68,71,1100000,3000,Left,A,A,LW,2020,5.11,157,1500000,1.8,71.2
6919,Alcatraz,31,Colombia,68,68,575000,1000,Right,C,B,RB,2023,5.11,165,776000,1.8,74.8
6920,C. Ikonomidis,23,Australia,68,76,1300000,3000,Right,A,B,CAM,2021,5.11,161,1900000,1.8,73.0
6921,M. Koval,25,Ukraine,68,71,800000,8000,Right,C,D,GK,2022,6.2,185,1400000,1.88,83.9
6922,Lucas Medeirão,34,Brazil,68,68,450000,9000,Right,B,B,CAM,2019,5.10,163,855000,1.78,73.9
6924,Kauã Zanson,34,Brazil,68,68,270000,10000,Right,B,C,CB,2021,5.10,159,513000,1.78,72.1
6925,André Luís,24,Brazil,68,72,1200000,4000,Right,B,B,ST,2022,6.0,170,2600000,1.83,77.1
6926,M. Djuricin,25,Austria,68,70,1100000,7000,Right,C,B,ST,2020,6.0,176,1700000,1.83,79.8
6927,I. Akhmetov,20,Russia,68,80,1600000,1000,Right,A,B,CAM,2022,5.8,148,3800000,1.73,67.1
6929,T. Gjertsen,26,Norway,68,69,1100000,2000,Right,B,B,LM,2019,5.9,163,1400000,1.75,73.9
